time,x,y,z,abs,Action
269.0,-0.388,0.304,3.56,3.59,walking
269.0,-0.312,0.402,3.52,3.55,walking
269.0,-0.275,0.465,3.37,3.42,walking
269.0,-0.259,0.535,3.16,3.21,walking
269.0,-0.258,0.625,2.92,2.99,walking
269.0,-0.287,0.693,2.6,2.71,walking
269.0,-0.265,0.66,2.27,2.38,walking
269.0,-0.221,0.645,2.1,2.21,walking
269.0,-0.231,0.705,1.86,2.0,walking
269.0,-0.248,0.789,1.58,1.79,walking
269.0,-0.285,0.86,1.33,1.61,walking
269.0,-0.337,0.977,1.1,1.51,walking
269.0,-0.406,1.11,0.867,1.46,walking
269.0,-0.487,1.24,0.643,1.48,walking
269.0,-0.49,1.3,0.416,1.45,walking
269.0,-0.447,1.24,0.236,1.34,walking
269.0,-0.408,1.15,0.0979,1.23,walking
269.0,-0.34,1.02,-0.0311,1.07,walking
269.0,-0.235,0.819,-0.172,0.869,walking
269.0,-0.128,0.582,-0.271,0.655,walking
269.0,-0.0459,0.361,-0.337,0.496,walking
269.0,0.0205,0.164,-0.357,0.393,walking
269.0,0.146,-0.0849,-0.331,0.372,walking
269.0,0.254,-0.377,-0.297,0.543,walking
269.0,0.292,-0.495,-0.205,0.611,walking
269.0,0.302,-0.477,-0.00839,0.565,walking
269.0,0.269,-0.402,0.156,0.508,walking
269.0,0.23,-0.35,0.248,0.486,walking
269.0,0.322,-0.562,0.356,0.739,walking
269.0,0.549,-1.25,0.46,1.44,walking
269.0,0.726,-2.15,0.586,2.35,walking
269.0,0.749,-2.94,0.618,3.1,walking
269.0,0.655,-3.44,0.539,3.54,walking
269.0,0.482,-3.61,0.512,3.68,walking
269.0,0.291,-3.64,0.633,3.71,walking
269.0,0.102,-3.63,0.781,3.71,walking
269.0,-0.116,-3.33,1.0,3.48,walking
269.0,-0.395,-2.57,1.27,2.89,walking
269.0,-0.638,-1.44,1.45,2.14,walking
269.0,-0.747,-0.222,1.64,1.82,walking
269.0,-0.713,0.897,1.77,2.11,walking
269.0,-0.542,1.67,1.74,2.47,walking
269.0,-0.331,2.18,1.55,2.7,walking
269.0,-0.182,2.64,1.33,2.96,walking
269.0,-0.105,3.01,1.01,3.18,walking
269.0,-0.0324,3.18,0.535,3.22,walking
269.0,0.0422,3.04,0.00864,3.04,walking
269.0,0.105,2.56,-0.465,2.61,walking
269.0,0.191,1.81,-0.972,2.07,walking
269.0,0.34,0.842,-1.33,1.61,walking
269.0,0.481,-0.219,-1.55,1.63,walking
269.0,0.67,-1.27,-1.73,2.25,walking
269.0,0.734,-1.98,-1.9,2.84,walking
269.0,0.684,-2.34,-1.88,3.08,walking
269.0,0.614,-2.53,-1.7,3.1,walking
269.0,0.576,-2.64,-1.44,3.06,walking
269.0,0.588,-2.56,-1.1,2.85,walking
269.0,0.566,-2.3,-0.542,2.43,walking
269.0,0.468,-1.9,0.127,1.96,walking
269.0,0.304,-1.44,0.71,1.63,walking
269.0,0.151,-0.964,1.15,1.51,walking
269.0,-0.0322,-0.504,1.52,1.6,walking
269.0,-0.237,-0.103,1.77,1.79,walking
269.0,-0.452,0.17,1.82,1.88,walking
269.0,-0.695,0.353,1.75,1.92,walking
269.0,-0.984,0.522,1.48,1.86,walking
269.0,-1.29,0.579,0.989,1.72,walking
270.0,-1.52,0.571,0.58,1.73,walking
270.0,-1.77,0.679,0.184,1.91,walking
270.0,-2.02,0.769,-0.222,2.17,walking
270.0,-2.2,0.834,-0.63,2.43,walking
270.0,-2.35,0.881,-0.988,2.7,walking
270.0,-2.48,0.919,-1.26,2.93,walking
270.0,-2.54,0.961,-1.38,3.04,walking
270.0,-2.56,1.01,-1.44,3.1,walking
270.0,-2.52,1.0,-1.46,3.08,walking
270.0,-2.44,0.973,-1.4,2.98,walking
270.0,-2.32,0.913,-1.3,2.82,walking
270.0,-2.16,0.83,-1.17,2.59,walking
270.0,-2.03,0.808,-0.962,2.39,walking
270.0,-1.87,0.86,-0.719,2.18,walking
270.0,-1.61,0.83,-0.521,1.89,walking
270.0,-1.34,0.748,-0.363,1.57,walking
270.0,-1.05,0.622,-0.238,1.24,walking
270.0,-0.736,0.396,-0.165,0.852,walking
270.0,-0.421,0.0973,-0.176,0.467,walking
270.0,-0.11,-0.192,-0.316,0.385,walking
270.0,0.183,-0.401,-0.571,0.722,walking
270.0,0.438,-0.53,-0.793,1.05,walking
270.0,0.657,-0.624,-0.94,1.31,walking
270.0,0.854,-0.676,-1.01,1.49,walking
270.0,1.03,-0.662,-0.984,1.57,walking
270.0,1.18,-0.58,-0.897,1.59,walking
270.0,1.32,-0.44,-0.769,1.59,walking
270.0,1.41,-0.276,-0.648,1.58,walking
270.0,1.48,-0.0738,-0.534,1.57,walking
270.0,1.55,0.125,-0.406,1.61,walking
270.0,1.61,0.235,-0.326,1.66,walking
270.0,1.67,0.243,-0.293,1.71,walking
270.0,1.77,-0.00149,-0.227,1.79,walking
270.0,1.93,-0.586,-0.104,2.02,walking
270.0,2.14,-1.38,-0.0633,2.55,walking
270.0,2.21,-2.11,-0.164,3.06,walking
270.0,2.13,-2.6,-0.309,3.37,walking
270.0,1.99,-2.88,-0.302,3.51,walking
270.0,1.81,-2.96,-0.202,3.48,walking
270.0,1.57,-2.82,-0.137,3.23,walking
270.0,1.29,-2.35,0.042,2.68,walking
270.0,1.06,-1.52,0.376,1.89,walking
270.0,0.977,-0.676,0.702,1.38,walking
270.0,0.925,0.152,1.0,1.37,walking
270.0,0.927,0.717,1.21,1.68,walking
270.0,1.05,0.935,1.24,1.87,walking
270.0,1.11,0.907,1.09,1.8,walking
270.0,1.08,0.719,0.89,1.57,walking
270.0,0.952,0.412,0.641,1.22,walking
270.0,0.663,0.034,0.349,0.75,walking
270.0,0.376,-0.449,-0.0434,0.587,walking
270.0,0.191,-1.05,-0.463,1.16,walking
270.0,0.00456,-1.68,-0.722,1.83,walking
270.0,-0.281,-2.09,-0.813,2.26,walking
270.0,-0.655,-2.22,-0.729,2.43,walking
270.0,-1.04,-2.18,-0.47,2.46,walking
270.0,-1.39,-2.12,-0.211,2.54,walking
270.0,-1.65,-2.01,0.218,2.61,walking
270.0,-1.79,-1.84,0.818,2.69,walking
270.0,-1.87,-1.58,1.38,2.81,walking
270.0,-1.86,-1.35,1.91,2.99,walking
270.0,-1.85,-1.1,2.36,3.2,walking
270.0,-1.87,-0.845,2.68,3.37,walking
270.0,-1.85,-0.626,2.85,3.46,walking
270.0,-1.89,-0.445,2.94,3.52,walking
270.0,-1.96,-0.246,2.92,3.52,walking
270.0,-2.02,-0.117,2.81,3.46,walking
270.0,-2.12,-0.0502,2.59,3.35,walking
270.0,-2.25,0.0253,2.33,3.24,walking
270.0,-2.36,0.0423,1.98,3.08,walking
270.0,-2.42,-0.0504,1.66,2.94,walking
270.0,-2.45,-0.0775,1.43,2.84,walking
270.0,-2.51,-0.142,1.16,2.77,walking
270.0,-2.54,-0.26,0.901,2.71,walking
270.0,-2.54,-0.346,0.659,2.65,walking
270.0,-2.53,-0.426,0.424,2.6,walking
270.0,-2.51,-0.55,0.241,2.58,walking
270.0,-2.48,-0.682,0.0788,2.57,walking
270.0,-2.47,-0.778,-0.0622,2.59,walking
270.0,-2.45,-0.854,-0.177,2.6,walking
270.0,-2.42,-0.903,-0.229,2.59,walking
270.0,-2.39,-0.919,-0.273,2.58,walking
270.0,-2.34,-0.919,-0.272,2.53,walking
270.0,-2.27,-0.943,-0.242,2.47,walking
270.0,-2.18,-1.05,-0.217,2.43,walking
270.0,-2.06,-1.21,-0.243,2.4,walking
270.0,-2.01,-1.43,-0.212,2.47,walking
270.0,-1.97,-1.71,-0.0628,2.61,walking
270.0,-1.89,-1.99,-0.00743,2.75,walking
270.0,-1.84,-2.22,-0.0395,2.89,walking
270.0,-1.87,-2.29,-0.024,2.96,walking
270.0,-1.96,-2.21,0.0265,2.95,walking
270.0,-2.03,-2.06,-0.00314,2.89,walking
270.0,-2.05,-1.91,-0.0837,2.8,walking
270.0,-2.03,-1.82,-0.203,2.73,walking
270.0,-1.89,-1.89,-0.257,2.69,walking
270.0,-1.7,-2.1,-0.278,2.72,walking
270.0,-1.54,-2.37,-0.225,2.84,walking
270.0,-1.44,-2.66,-0.091,3.02,walking
270.0,-1.41,-2.9,0.0367,3.23,walking
271.0,-1.54,-2.92,0.162,3.3,walking
271.0,-1.78,-2.73,0.35,3.28,walking
271.0,-2.05,-2.4,0.627,3.22,walking
271.0,-2.33,-2.02,0.941,3.22,walking
271.0,-2.56,-1.64,1.3,3.3,walking
271.0,-2.67,-1.32,1.66,3.41,walking
271.0,-2.7,-1.08,2.01,3.54,walking
271.0,-2.65,-0.93,2.31,3.64,walking
271.0,-2.52,-0.877,2.55,3.69,walking
271.0,-2.37,-0.933,2.66,3.69,walking
271.0,-2.22,-1.02,2.62,3.58,walking
271.0,-2.11,-1.11,2.47,3.43,walking
271.0,-2.05,-1.26,2.3,3.33,walking
271.0,-2.02,-1.45,2.15,3.29,walking
271.0,-2.05,-1.51,2.03,3.25,walking
271.0,-2.04,-1.58,1.88,3.19,walking
271.0,-1.96,-1.65,1.73,3.09,walking
271.0,-1.82,-1.68,1.67,2.99,walking
271.0,-1.66,-1.64,1.63,2.84,walking
271.0,-1.5,-1.45,1.57,2.61,walking
271.0,-1.37,-1.2,1.45,2.33,walking
271.0,-1.24,-0.969,1.36,2.08,walking
271.0,-1.07,-0.782,1.31,1.86,walking
271.0,-0.922,-0.626,1.3,1.71,walking
271.0,-0.773,-0.579,1.33,1.64,walking
271.0,-0.649,-0.589,1.41,1.66,walking
271.0,-0.568,-0.605,1.59,1.79,walking
271.0,-0.491,-0.65,1.81,1.98,walking
271.0,-0.442,-0.707,1.96,2.13,walking
271.0,-0.433,-0.713,2.09,2.25,walking
271.0,-0.473,-0.646,2.22,2.36,walking
271.0,-0.542,-0.506,2.3,2.42,walking
271.0,-0.574,-0.362,2.33,2.42,walking
271.0,-0.577,-0.197,2.35,2.43,walking
271.0,-0.554,-0.0514,2.35,2.42,walking
271.0,-0.465,0.0526,2.3,2.35,walking
271.0,-0.361,0.137,2.22,2.25,walking
271.0,-0.261,0.175,2.12,2.14,walking
271.0,-0.152,0.169,2.01,2.02,walking
271.0,-0.0548,0.159,1.89,1.9,walking
271.0,0.0336,0.174,1.78,1.79,walking
271.0,0.101,0.233,1.66,1.68,walking
271.0,0.168,0.294,1.51,1.55,walking
271.0,0.224,0.381,1.35,1.42,walking
271.0,0.278,0.457,1.18,1.3,walking
271.0,0.319,0.531,1.05,1.22,walking
271.0,0.382,0.619,0.972,1.21,walking
271.0,0.453,0.698,0.883,1.21,walking
271.0,0.558,0.702,0.809,1.21,walking
271.0,0.692,0.644,0.829,1.26,walking
271.0,0.804,0.587,0.863,1.32,walking
271.0,0.921,0.448,0.905,1.37,walking
271.0,1.03,0.28,0.961,1.44,walking
271.0,1.13,0.145,1.0,1.52,walking
271.0,1.21,0.035,1.02,1.58,walking
271.0,1.27,-0.00952,1.11,1.69,walking
271.0,1.32,0.0745,1.23,1.8,walking
271.0,1.37,0.191,1.19,1.83,walking
271.0,1.45,0.286,1.18,1.89,walking
271.0,1.56,0.376,1.23,2.02,walking
271.0,1.66,0.469,1.19,2.09,walking
271.0,1.75,0.508,1.1,2.13,walking
271.0,1.87,0.5,0.978,2.17,walking
271.0,1.99,0.443,0.835,2.21,walking
271.0,2.06,0.342,0.64,2.19,walking
271.0,2.11,0.281,0.501,2.19,walking
271.0,2.12,0.255,0.384,2.17,walking
271.0,2.09,0.205,0.152,2.1,walking
271.0,2.02,0.193,-0.0502,2.03,walking
271.0,1.9,0.254,-0.171,1.93,walking
271.0,1.76,0.351,-0.272,1.81,walking
271.0,1.63,0.488,-0.351,1.73,walking
271.0,1.49,0.595,-0.437,1.66,walking
271.0,1.38,0.655,-0.527,1.61,walking
271.0,1.25,0.775,-0.591,1.58,walking
271.0,1.11,0.952,-0.669,1.61,walking
271.0,1.0,1.12,-0.762,1.68,walking
271.0,0.922,1.24,-0.878,1.78,walking
271.0,0.843,1.31,-0.996,1.85,walking
271.0,0.82,1.31,-1.1,1.9,walking
271.0,0.807,1.25,-1.22,1.92,walking
271.0,0.85,1.08,-1.32,1.9,walking
271.0,0.896,0.861,-1.38,1.86,walking
271.0,0.923,0.68,-1.39,1.8,walking
271.0,0.951,0.491,-1.38,1.75,walking
271.0,0.972,0.303,-1.34,1.68,walking
271.0,1.02,0.171,-1.26,1.63,walking
271.0,1.06,0.0494,-1.18,1.59,walking
271.0,1.11,-0.0777,-1.02,1.51,walking
271.0,1.22,-0.155,-0.719,1.43,walking
271.0,1.29,-0.102,-0.391,1.35,walking
271.0,1.37,-0.00351,-0.11,1.37,walking
271.0,1.5,0.0316,0.163,1.5,walking
271.0,1.61,-0.00934,0.402,1.66,walking
271.0,1.72,-0.0881,0.618,1.83,walking
271.0,1.78,-0.131,0.793,1.95,walking
271.0,1.81,-0.162,0.921,2.04,walking
271.0,1.8,-0.208,0.979,2.06,walking
271.0,1.76,-0.226,1.03,2.06,walking
271.0,1.67,-0.223,1.1,2.01,walking
272.0,1.55,-0.17,1.12,1.91,walking
272.0,1.42,-0.073,1.15,1.82,walking
272.0,1.26,0.0699,1.18,1.73,walking
272.0,1.12,0.221,1.23,1.68,walking
272.0,1.02,0.345,1.27,1.67,walking
272.0,0.923,0.445,1.36,1.71,walking
272.0,0.834,0.541,1.45,1.76,walking
272.0,0.748,0.622,1.47,1.76,walking
272.0,0.632,0.675,1.39,1.67,walking
272.0,0.541,0.718,1.27,1.56,walking
272.0,0.448,0.705,1.14,1.41,walking
272.0,0.385,0.617,1.03,1.26,walking
272.0,0.332,0.57,0.963,1.17,walking
272.0,0.215,0.543,0.877,1.05,walking
272.0,0.0887,0.603,0.786,0.995,walking
272.0,0.00519,0.643,0.704,0.954,walking
272.0,-0.0362,0.664,0.63,0.916,walking
272.0,-0.0635,0.683,0.554,0.881,walking
272.0,-0.0515,0.686,0.477,0.837,walking
272.0,-0.00871,0.651,0.387,0.757,walking
272.0,0.0917,0.596,0.335,0.69,walking
272.0,0.19,0.503,0.281,0.606,walking
272.0,0.271,0.4,0.218,0.53,walking
272.0,0.331,0.327,0.19,0.503,walking
272.0,0.412,0.245,0.195,0.517,walking
272.0,0.461,0.194,0.202,0.539,walking
272.0,0.522,0.197,0.222,0.6,walking
272.0,0.568,0.214,0.215,0.644,walking
272.0,0.601,0.268,0.198,0.687,walking
272.0,0.612,0.339,0.117,0.71,walking
272.0,0.62,0.426,0.0233,0.753,walking
272.0,0.619,0.516,-0.0405,0.807,walking
272.0,0.61,0.606,-0.0933,0.864,walking
272.0,0.628,0.667,-0.141,0.927,walking
272.0,0.669,0.679,-0.204,0.974,walking
272.0,0.722,0.676,-0.28,1.03,walking
272.0,0.753,0.706,-0.348,1.09,walking
272.0,0.783,0.759,-0.469,1.19,walking
272.0,0.827,0.777,-0.604,1.29,walking
272.0,0.838,0.785,-0.763,1.38,walking
272.0,0.846,0.792,-0.909,1.47,walking
272.0,0.848,0.777,-1.09,1.58,walking
272.0,0.875,0.77,-1.25,1.71,walking
272.0,0.903,0.726,-1.4,1.82,walking
272.0,0.989,0.631,-1.49,1.9,walking
272.0,1.07,0.553,-1.6,2.0,walking
272.0,1.15,0.5,-1.64,2.06,walking
272.0,1.24,0.47,-1.64,2.11,walking
272.0,1.28,0.495,-1.6,2.11,walking
272.0,1.35,0.559,-1.51,2.1,walking
272.0,1.4,0.591,-1.46,2.11,walking
272.0,1.52,0.469,-1.38,2.11,walking
272.0,1.76,-0.0286,-1.25,2.16,walking
272.0,2.08,-0.889,-1.12,2.53,walking
272.0,2.35,-1.88,-0.956,3.16,walking
272.0,2.46,-2.66,-0.831,3.71,walking
272.0,2.35,-3.06,-0.747,3.93,walking
272.0,2.07,-3.08,-0.571,3.76,walking
272.0,1.81,-2.99,-0.246,3.51,walking
272.0,1.52,-2.82,0.125,3.21,walking
272.0,1.12,-2.33,0.533,2.64,walking
272.0,0.702,-1.52,1.0,1.95,walking
272.0,0.275,-0.605,1.34,1.49,walking
272.0,0.0101,0.17,1.52,1.53,walking
272.0,-0.0273,0.667,1.62,1.76,walking
272.0,0.0514,0.987,1.62,1.9,walking
272.0,0.108,1.22,1.39,1.85,walking
272.0,0.0562,1.52,1.07,1.86,walking
272.0,-0.0602,1.84,0.603,1.94,walking
272.0,-0.153,2.02,0.0592,2.03,walking
272.0,-0.232,2.09,-0.491,2.16,walking
272.0,-0.238,1.92,-1.05,2.2,walking
272.0,-0.176,1.51,-1.54,2.17,walking
272.0,-0.0456,0.894,-1.97,2.16,walking
272.0,0.106,0.0587,-2.26,2.27,walking
272.0,0.235,-0.781,-2.43,2.56,walking
272.0,0.19,-1.41,-2.4,2.79,walking
272.0,0.0518,-1.73,-2.12,2.74,walking
272.0,-0.0772,-1.95,-1.71,2.59,walking
272.0,-0.248,-2.01,-1.19,2.35,walking
272.0,-0.469,-1.86,-0.555,2.0,walking
272.0,-0.695,-1.61,0.092,1.76,walking
272.0,-0.874,-1.33,0.667,1.72,walking
272.0,-1.05,-1.02,1.16,1.87,walking
272.0,-1.23,-0.684,1.59,2.12,walking
272.0,-1.36,-0.379,1.87,2.34,walking
272.0,-1.4,-0.152,2.0,2.44,walking
272.0,-1.41,0.0401,1.92,2.39,walking
272.0,-1.46,0.215,1.56,2.15,walking
272.0,-1.47,0.276,1.09,1.85,walking
272.0,-1.47,0.327,0.632,1.64,walking
272.0,-1.5,0.394,0.118,1.55,walking
272.0,-1.51,0.47,-0.407,1.63,walking
272.0,-1.53,0.55,-0.948,1.88,walking
272.0,-1.54,0.617,-1.44,2.2,walking
272.0,-1.56,0.69,-1.87,2.53,walking
272.0,-1.53,0.743,-2.17,2.76,walking
272.0,-1.48,0.797,-2.37,2.9,walking
272.0,-1.38,0.831,-2.47,2.95,walking
272.0,-1.26,0.824,-2.47,2.89,walking
273.0,-1.14,0.817,-2.39,2.77,walking
273.0,-1.04,0.835,-2.25,2.62,walking
273.0,-0.961,0.854,-2.03,2.4,walking
273.0,-0.921,0.886,-1.76,2.17,walking
273.0,-0.915,0.988,-1.54,2.04,walking
273.0,-0.953,1.15,-1.34,2.0,walking
273.0,-0.997,1.33,-1.14,2.01,walking
273.0,-1.01,1.48,-0.903,2.01,walking
273.0,-1.01,1.54,-0.701,1.97,walking
273.0,-0.941,1.55,-0.572,1.9,walking
273.0,-0.834,1.43,-0.474,1.72,walking
273.0,-0.67,1.2,-0.388,1.43,walking
273.0,-0.457,0.892,-0.377,1.07,walking
273.0,-0.216,0.535,-0.496,0.76,walking
273.0,0.0481,0.108,-0.63,0.641,walking
273.0,0.327,-0.302,-0.716,0.843,walking
273.0,0.576,-0.677,-0.828,1.21,walking
273.0,0.847,-0.968,-0.961,1.61,walking
273.0,1.19,-1.24,-1.02,2.0,walking
273.0,1.63,-1.73,-0.929,2.55,walking
273.0,2.1,-2.36,-0.712,3.24,walking
273.0,2.59,-2.92,-0.521,3.94,walking
273.0,3.04,-3.39,-0.383,4.57,walking
273.0,3.43,-3.7,-0.175,5.05,walking
273.0,3.67,-3.67,0.00446,5.19,walking
273.0,3.77,-3.36,0.129,5.06,walking
273.0,3.77,-2.92,0.255,4.78,walking
273.0,3.64,-2.41,0.476,4.39,walking
273.0,3.38,-1.64,0.631,3.81,walking
273.0,3.03,-0.772,0.528,3.17,walking
273.0,2.59,0.103,0.395,2.62,walking
273.0,2.1,0.936,0.355,2.33,walking
273.0,1.63,1.67,0.263,2.35,walking
273.0,1.23,2.24,0.0529,2.55,walking
273.0,0.887,2.62,-0.16,2.77,walking
273.0,0.613,2.72,-0.361,2.81,walking
273.0,0.369,2.56,-0.526,2.64,walking
273.0,0.207,2.23,-0.622,2.32,walking
273.0,0.101,1.73,-0.626,1.84,walking
273.0,-0.0488,1.15,-0.644,1.32,walking
273.0,-0.193,0.628,-0.647,0.922,walking
273.0,-0.35,0.177,-0.577,0.697,walking
273.0,-0.476,-0.289,-0.36,0.663,walking
273.0,-0.501,-0.803,-0.023,0.947,walking
273.0,-0.524,-1.16,0.374,1.33,walking
273.0,-0.588,-1.24,0.799,1.59,walking
273.0,-0.484,-1.19,1.31,1.84,walking
273.0,-0.31,-1.04,1.83,2.13,walking
273.0,-0.135,-0.784,2.22,2.36,walking
273.0,0.0274,-0.489,2.54,2.58,walking
273.0,0.148,-0.177,2.76,2.76,walking
273.0,0.281,0.118,2.88,2.89,walking
273.0,0.398,0.389,2.95,3.01,walking
273.0,0.454,0.653,2.95,3.05,walking
273.0,0.521,0.838,2.87,3.03,walking
273.0,0.586,0.903,2.72,2.93,walking
273.0,0.605,0.972,2.52,2.77,walking
273.0,0.576,1.04,2.29,2.58,walking
273.0,0.539,1.07,2.08,2.4,walking
273.0,0.458,1.11,1.91,2.26,walking
273.0,0.36,1.14,1.75,2.12,walking
273.0,0.24,1.16,1.61,2.0,walking
273.0,0.156,1.11,1.51,1.88,walking
273.0,0.0749,1.02,1.4,1.73,walking
273.0,-0.00402,0.934,1.36,1.65,walking
273.0,-0.0855,0.908,1.38,1.65,walking
273.0,-0.216,0.956,1.32,1.65,walking
273.0,-0.379,1.08,1.23,1.68,walking
273.0,-0.519,1.17,1.17,1.73,walking
273.0,-0.604,1.19,1.07,1.71,walking
273.0,-0.675,1.16,0.909,1.62,walking
273.0,-0.701,1.09,0.753,1.5,walking
273.0,-0.685,0.954,0.661,1.35,walking
273.0,-0.645,0.683,0.54,1.08,walking
273.0,-0.564,0.383,0.403,0.792,walking
273.0,-0.424,0.102,0.317,0.539,walking
273.0,-0.224,-0.318,0.194,0.435,walking
273.0,-0.00682,-0.744,0.0649,0.746,walking
273.0,0.144,-0.999,-0.000868,1.01,walking
273.0,0.242,-1.03,-0.0701,1.06,walking
273.0,0.474,-1.27,-0.157,1.36,walking
273.0,0.855,-1.94,-0.15,2.12,walking
273.0,1.28,-2.96,-0.0387,3.22,walking
273.0,1.59,-4.03,0.0386,4.34,walking
273.0,1.67,-4.8,0.141,5.08,walking
273.0,1.51,-5.02,0.345,5.25,walking
273.0,1.08,-4.62,0.56,4.78,walking
273.0,0.462,-3.46,0.854,3.6,walking
273.0,-0.17,-1.97,1.15,2.28,walking
273.0,-0.611,-0.489,1.36,1.57,walking
273.0,-0.814,0.703,1.54,1.88,walking
273.0,-0.757,1.49,1.64,2.34,walking
273.0,-0.592,1.88,1.5,2.47,walking
273.0,-0.427,2.06,1.13,2.39,walking
273.0,-0.369,2.14,0.747,2.3,walking
273.0,-0.326,2.03,0.306,2.08,walking
273.0,-0.241,1.67,-0.209,1.7,walking
273.0,-0.173,0.975,-0.797,1.27,walking
273.0,-0.124,-0.0296,-1.36,1.37,walking
274.0,-0.197,-0.962,-1.88,2.12,walking
274.0,-0.381,-1.71,-2.34,2.92,walking
274.0,-0.688,-2.22,-2.74,3.59,walking
274.0,-1.0,-2.38,-2.95,3.93,walking
274.0,-1.25,-2.44,-3.04,4.09,walking
274.0,-1.45,-2.26,-2.73,3.82,walking
274.0,-1.56,-1.87,-2.18,3.27,walking
274.0,-1.59,-1.49,-1.55,2.68,walking
274.0,-1.53,-1.1,-0.849,2.07,walking
274.0,-1.5,-0.749,-0.188,1.69,walking
274.0,-1.48,-0.488,0.438,1.62,walking
274.0,-1.52,-0.233,0.938,1.8,walking
274.0,-1.59,0.0418,1.2,2.0,walking
274.0,-1.66,0.286,1.27,2.11,walking
274.0,-1.74,0.502,1.05,2.09,walking
274.0,-1.81,0.607,0.738,2.05,walking
274.0,-1.82,0.652,0.456,1.99,walking
274.0,-1.85,0.777,0.143,2.01,walking
274.0,-1.84,0.894,-0.201,2.06,walking
274.0,-1.84,0.966,-0.559,2.15,walking
274.0,-1.82,1.01,-0.853,2.25,walking
274.0,-1.78,1.01,-1.05,2.3,walking
274.0,-1.72,0.956,-1.21,2.31,walking
274.0,-1.68,0.923,-1.31,2.32,walking
274.0,-1.59,0.897,-1.28,2.23,walking
274.0,-1.51,0.84,-1.21,2.11,walking
274.0,-1.43,0.831,-1.12,2.0,walking
274.0,-1.38,0.877,-0.958,1.89,walking
274.0,-1.32,0.978,-0.756,1.81,walking
274.0,-1.26,1.16,-0.541,1.8,walking
274.0,-1.19,1.35,-0.393,1.84,walking
274.0,-1.11,1.45,-0.29,1.84,walking
274.0,-0.965,1.42,-0.167,1.72,walking
274.0,-0.764,1.23,-0.0585,1.45,walking
274.0,-0.514,0.887,-0.029,1.03,walking
274.0,-0.275,0.487,-0.0543,0.561,walking
274.0,-0.0951,0.201,-0.0865,0.239,walking
274.0,0.0805,-0.0731,-0.117,0.16,walking
274.0,0.232,-0.327,-0.16,0.431,walking
274.0,0.377,-0.476,-0.145,0.624,walking
274.0,0.577,-0.604,-0.0931,0.841,walking
274.0,0.786,-0.688,0.0244,1.05,walking
274.0,1.07,-0.926,0.171,1.43,walking
274.0,1.46,-1.41,0.349,2.06,walking
274.0,1.9,-2.01,0.583,2.83,walking
274.0,2.33,-2.57,0.802,3.56,walking
274.0,2.69,-2.91,0.977,4.08,walking
274.0,3.01,-3.01,1.09,4.39,walking
274.0,3.31,-3.07,1.14,4.65,walking
274.0,3.56,-3.13,1.11,4.87,walking
274.0,3.67,-2.97,1.08,4.84,walking
274.0,3.61,-2.43,1.03,4.47,walking
274.0,3.41,-1.58,0.921,3.87,walking
274.0,3.19,-0.652,0.768,3.35,walking
274.0,2.99,0.139,0.545,3.04,walking
274.0,2.78,0.812,0.245,2.9,walking
274.0,2.53,1.36,-0.0798,2.87,walking
274.0,2.32,1.67,-0.43,2.89,walking
274.0,2.08,1.74,-0.788,2.83,walking
274.0,1.8,1.67,-1.13,2.7,walking
274.0,1.48,1.47,-1.44,2.53,walking
274.0,1.08,1.21,-1.67,2.33,walking
274.0,0.712,1.03,-1.68,2.1,walking
274.0,0.363,0.866,-1.73,1.97,walking
274.0,0.0687,0.626,-1.82,1.93,walking
274.0,-0.0967,0.305,-1.84,1.87,walking
274.0,-0.261,0.00771,-1.62,1.64,walking
274.0,-0.415,-0.185,-1.21,1.29,walking
274.0,-0.526,-0.221,-0.788,0.973,walking
274.0,-0.508,-0.172,-0.276,0.603,walking
274.0,-0.322,-0.177,0.36,0.514,walking
274.0,0.00402,-0.127,0.94,0.948,walking
274.0,0.297,0.0359,1.46,1.49,walking
274.0,0.552,0.273,1.88,1.98,walking
274.0,0.806,0.458,2.15,2.34,walking
274.0,1.0,0.633,2.28,2.57,walking
274.0,1.1,0.805,2.37,2.74,walking
274.0,1.13,0.936,2.36,2.78,walking
274.0,1.12,1.01,2.25,2.71,walking
274.0,0.974,1.05,2.04,2.49,walking
274.0,0.708,1.08,1.82,2.23,walking
274.0,0.459,1.09,1.66,2.04,walking
274.0,0.232,1.0,1.65,1.95,walking
274.0,0.0286,0.864,1.67,1.88,walking
274.0,-0.189,0.751,1.72,1.89,walking
274.0,-0.393,0.659,1.81,1.97,walking
274.0,-0.571,0.553,1.89,2.05,walking
274.0,-0.695,0.465,1.92,2.09,walking
274.0,-0.822,0.418,1.92,2.13,walking
274.0,-0.955,0.439,1.88,2.16,walking
274.0,-1.07,0.496,1.8,2.15,walking
274.0,-1.19,0.568,1.7,2.15,walking
274.0,-1.26,0.637,1.59,2.13,walking
274.0,-1.28,0.675,1.42,2.03,walking
274.0,-1.21,0.607,1.28,1.87,walking
274.0,-1.11,0.464,1.17,1.67,walking
274.0,-0.963,0.232,1.06,1.45,walking
274.0,-0.785,-0.0671,0.937,1.22,walking
274.0,-0.581,-0.396,0.792,1.06,walking
274.0,-0.408,-0.694,0.646,1.03,walking
275.0,-0.253,-0.968,0.458,1.1,walking
275.0,-0.149,-1.25,0.283,1.29,walking
275.0,-0.136,-1.44,0.141,1.45,walking
